event,node,start,end
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/transfer_timeliness/transfer_alignment,1638179649092,1638179653181
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/transfer_timeliness/transfer_timing,1638179653189,1638179656439
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/elasticity_durability/escalation_priorities,1638179656448,1638179679813
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/elasticity_durability/mpca_help_escalation_priorities,1638179679822,1638179684468
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/elasticity_durability/exp_shock,1638179684477,1638179698234
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/elasticity_durability/type_of_shock,1638179698243,1638179713346
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/elasticity_durability/role_mpca_med,1638179713354,1638179720359
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/elasticity_durability/role_mpca_repair_nfi,1638179720369,1638179723751
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/elasticity_durability/role_mpca_edu,1638179723761,1638179728123
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/elasticity_durability/role_mpca_shelter,1638179728132,1638179730800
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/elasticity_durability/role_mpca_debt,1638179730809,1638179733259
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/expenditure_and_impact/income_sources,1638179733269,1638179780007
group questions,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/expenditure_and_impact/expenses,1638179780015,1638180039100
group questions,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/lcsi,1638180039154,1638180090234
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_financial_situation,1638180090280,1638180093957
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_psych_situation,1638180093965,1638180095486
group questions,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_behaviors_mpca,1638180095495,1638180120572
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_psych_situation,1638180120599,1638180121720
group questions,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_behaviors_mpca,1638180121728,1638180135285
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_dignity_mpca,1638180135312,1638180146804
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_dignity_mpca_how,1638180146813,1638180156580
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/change_relations_relatives,1638180156590,1638180175814
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/changes_relations_community,1638180175822,1638180182995
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/debts,1638180183004,1638180183693
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/changes_relations_community,1638180183701,1638180190959
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/debts,1638180190967,1638180192589
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/source_debts,1638180192597,1638180199005
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/debt_purpose,1638180199015,1638180211307
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/debt_purpose_other,1638180211315,1638180215961
question,/aR6PPMC6cqn8347ghKWeBk/coherence/complaint_mechanisms,1638180215971,1638180231605
question,/aR6PPMC6cqn8347ghKWeBk/coherence/preferred_assistance,1638180231614,1638180235263
question,/aR6PPMC6cqn8347ghKWeBk/coherence/complaint_mechanisms,1638180235271,1638180236560
question,/aR6PPMC6cqn8347ghKWeBk/coherence/use_complaint_mechanisms,1638180236569,1638180240748
question,/aR6PPMC6cqn8347ghKWeBk/coherence/time_resolve_complaint,1638180240758,1638180242177
question,/aR6PPMC6cqn8347ghKWeBk/coherence/use_complaint_mechanisms,1638180242186,1638180243374
question,/aR6PPMC6cqn8347ghKWeBk/coherence/complaint_mechanisms,1638180243382,1638180244189
question,/aR6PPMC6cqn8347ghKWeBk/coherence/use_complaint_mechanisms,1638180244197,1638180249559
question,/aR6PPMC6cqn8347ghKWeBk/coherence/reason_not_use_complaint,1638180249567,1638180253299
question,/aR6PPMC6cqn8347ghKWeBk/coherence/use_complaint_mechanisms,1638180253308,1638180254314
question,/aR6PPMC6cqn8347ghKWeBk/coherence/complaint_mechanisms,1638180254321,1638180255411
question,/aR6PPMC6cqn8347ghKWeBk/coherence/use_complaint_mechanisms,1638180255419,1638180281128
question,/aR6PPMC6cqn8347ghKWeBk/coherence/reason_not_use_complaint,1638180281136,1638180283322
question,/aR6PPMC6cqn8347ghKWeBk/coherence/preferred_assistance,1638180283332,1638180284967
question,/aR6PPMC6cqn8347ghKWeBk/thanks,1638180284977,1638180286066
question,/aR6PPMC6cqn8347ghKWeBk/contact_name,1638180286076,1638180324085
question,/aR6PPMC6cqn8347ghKWeBk/contact_number,1638180324093,1638180358148
question,/aR6PPMC6cqn8347ghKWeBk/end_submit,1638180358178,1638180359393
end screen,,1638180359401,1638180384480
form save,,1638180384709,
form exit,,1638180384709,
form finalize,,1638180384709,
form resume,,1638180389455,
jump,,1638180389455,1638180394886
end screen,,1638180394908,1638180395944
form save,,1638180396158,
form exit,,1638180396158,
form finalize,,1638180396158,
