event,node,start,end
group questions,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_behaviors_mpca,1638090525138,1638090600437
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_dignity_mpca,1638090600465,1638090618574
question,/aR6PPMC6cqn8347ghKWeBk/hh_characteristics/change_dignity_mpca_how,1638090618583,1638090624575
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/change_relations_relatives,1638090624583,1638090647466
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/changes_relations_community,1638090647476,1638090648813
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/debts,1638090648822,1638090650941
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/source_debts,1638090650950,1638090659219
question,/aR6PPMC6cqn8347ghKWeBk/satisfaction/debt_purpose,1638090659232,1638090664623
question,/aR6PPMC6cqn8347ghKWeBk/coherence/complaint_mechanisms,1638090664631,1638090682875
question,/aR6PPMC6cqn8347ghKWeBk/coherence/preferred_assistance,1638090682884,1638090685768
question,/aR6PPMC6cqn8347ghKWeBk/thanks,1638090685777,1638090686981
question,/aR6PPMC6cqn8347ghKWeBk/contact_name,1638090686990,1638090700814
question,/aR6PPMC6cqn8347ghKWeBk/contact_number,1638090700822,1638090781490
question,/aR6PPMC6cqn8347ghKWeBk/end_submit,1638090781499,1638090783334
end screen,,1638090783342,1638090824859
form save,,1638090825029,
form exit,,1638090825029,
form resume,,1638104993116,
jump,,1638104993116,1638104994069
end screen,,1638104994089,1638104994844
form save,,1638104995041,
form exit,,1638104995041,
form finalize,,1638104995041,
